tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0701:LP-DIR-T0	SML0701:LP-DIR-T	SML0701	136.39718102729637	21.661366946016244	0	0	2.930e+02	17.473983518362378	This study	LT-NO:LP-DIR-T	g	0	u	2.730e+02	Anita		pmagpy-3.22.1	0.00020968780222034854
SML0701:LP-DIR-T1	SML0701:LP-DIR-T	SML0701	136.60245117865458	20.776204727477797	0	1	3.730e+02	15.956305963474128	This study	LT-T-Z:LP-DIR-T	g	1	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019147567156168954
SML0701:LP-DIR-T2	SML0701:LP-DIR-T	SML0701	138.01894668497263	21.5810734200561	0	2	4.730e+02	14.871509674542123	This study	LT-T-Z:LP-DIR-T	g	2	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017845811609450547
SML0701:LP-DIR-T3	SML0701:LP-DIR-T	SML0701	137.34794228718434	21.199181897222754	0	3	5.730e+02	13.329231035584911	This study	LT-T-Z:LP-DIR-T	g	3	u	2.730e+02	Anita		pmagpy-3.22.1	0.00015995077242701892
SML0701:LP-DIR-T4	SML0701:LP-DIR-T	SML0701	136.340530214173	22.089330865567778	0	4	6.730e+02	9.785887798253155	This study	LT-T-Z:LP-DIR-T	g	4	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011743065357903786
SML0701:LP-DIR-T5	SML0701:LP-DIR-T	SML0701	137.86813194068668	21.617250403837165	0	5	7.730e+02	3.8001710487818836	This study	LT-T-Z:LP-DIR-T	g	5	u	2.730e+02	Anita		pmagpy-3.22.1	4.56020525853826e-05
SML0701:LP-DIR-T6	SML0701:LP-DIR-T	SML0701	151.14275964461393	36.84735540240821	0	6	8.730e+02	0.08104251970416516	This study	LT-T-Z:LP-DIR-T	g	6	u	2.730e+02	Anita		pmagpy-3.22.1	9.72510236449982e-07
SML0702:LP-DIR-T0	SML0702:LP-DIR-T	SML0702	118.56643491448096	41.11817961269809	0	0	2.930e+02	12.408489029692536	This study	LT-NO:LP-DIR-T	g	7	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014890186835631044
SML0702:LP-DIR-T1	SML0702:LP-DIR-T	SML0702	117.97062452609447	41.77322220958442	0	1	3.730e+02	11.978672714453802	This study	LT-T-Z:LP-DIR-T	g	8	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014374407257344564
SML0702:LP-DIR-T2	SML0702:LP-DIR-T	SML0702	118.75853777695774	41.72307053161854	0	2	4.730e+02	11.58473564653074	This study	LT-T-Z:LP-DIR-T	g	9	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001390168277583689
