tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0101:LP-DIR-T0	SML0101:LP-DIR-T	SML0101	111.25808030607286	19.47527003105883	0	0	2.930e+02	8.308339184217264	This study	LT-NO:LP-DIR-T	g	0	u	2.730e+02	Anita		pmagpy-3.22.1	9.970007021060717e-05
SML0101:LP-DIR-T1	SML0101:LP-DIR-T	SML0101	112.02022309167005	19.109044476619555	0	1	4.730e+02	6.689738410431309	This study	LT-T-Z:LP-DIR-T	g	1	u	2.730e+02	Anita		pmagpy-3.22.1	8.02768609251757e-05
SML0101:LP-DIR-T2	SML0101:LP-DIR-T	SML0101	112.49190559013968	18.94595830707027	0	2	5.730e+02	6.190783472227082	This study	LT-T-Z:LP-DIR-T	g	2	u	2.730e+02	Anita		pmagpy-3.22.1	7.428940166672499e-05
SML0101:LP-DIR-T3	SML0101:LP-DIR-T	SML0101	110.9125476913677	18.965394497570266	0	3	6.430e+02	5.569281820845485	This study	LT-T-Z:LP-DIR-T	g	3	u	2.730e+02	Anita		pmagpy-3.22.1	6.683138185014582e-05
SML0101:LP-DIR-T4	SML0101:LP-DIR-T	SML0101	111.94869908352698	17.18019496775923	0	4	7.130e+02	4.536562575342701	This study	LT-T-Z:LP-DIR-T	g	4	u	2.730e+02	Anita		pmagpy-3.22.1	5.443875090411241e-05
SML0101:LP-DIR-T5	SML0101:LP-DIR-T	SML0101	111.51588470949513	19.91476748093096	0	5	7.830e+02	2.378003364169193	This study	LT-T-Z:LP-DIR-T	g	5	u	2.730e+02	Anita		pmagpy-3.22.1	2.853604037003032e-05
SML0101:LP-DIR-T6	SML0101:LP-DIR-T	SML0101	103.22455119221354	41.38006026457446	0	6	8.530e+02	0.2738065010185113	This study	LT-T-Z:LP-DIR-T	g	6	u	2.730e+02	Anita		pmagpy-3.22.1	3.2856780122221357e-06
SML0102:LP-DIR-T0	SML0102:LP-DIR-T	SML0102	117.01644358986692	18.700066632434364	0	0	2.930e+02	8.390148985566347	This study	LT-NO:LP-DIR-T	g	7	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010068178782679616
SML0102:LP-DIR-T1	SML0102:LP-DIR-T	SML0102	116.84816575741665	17.334926054193986	0	1	4.730e+02	7.5849917600482595	This study	LT-T-Z:LP-DIR-T	g	8	u	2.730e+02	Anita		pmagpy-3.22.1	9.101990112057912e-05
SML0102:LP-DIR-T2	SML0102:LP-DIR-T	SML0102	116.37342721090373	17.670933095398258	0	2	5.730e+02	7.016972281547078	This study	LT-T-Z:LP-DIR-T	g	9	u	2.730e+02	Anita		pmagpy-3.22.1	8.420366737856493e-05
