tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0401:LP-DIR-T0	SML0401:LP-DIR-T	SML0401	238.0576207026483	40.52398419113288	0	0	2.930e+02	6.3407412815853	This study	LT-NO:LP-DIR-T	g	0	u	2.730e+02	Anita		pmagpy-3.22.1	7.60888953790236e-05
SML0401:LP-DIR-T1	SML0401:LP-DIR-T	SML0401	239.33646044375232	40.5462127362028	0	1	3.730e+02	5.5994731895063135	This study	LT-T-Z:LP-DIR-T	g	1	u	2.730e+02	Anita		pmagpy-3.22.1	6.719367827407576e-05
SML0401:LP-DIR-T2	SML0401:LP-DIR-T	SML0401	239.00749496079914	40.70081299056865	0	2	4.730e+02	4.50844762640091	This study	LT-T-Z:LP-DIR-T	g	2	u	2.730e+02	Anita		pmagpy-3.22.1	5.410137151681092e-05
SML0401:LP-DIR-T3	SML0401:LP-DIR-T	SML0401	241.7746664539392	42.003995804639885	0	3	5.730e+02	4.154323049547303	This study	LT-T-Z:LP-DIR-T	g	3	u	2.730e+02	Anita		pmagpy-3.22.1	4.985187659456764e-05
SML0401:LP-DIR-T4	SML0401:LP-DIR-T	SML0401	239.92536246194817	41.42974263471503	0	4	6.730e+02	2.8744093306277727	This study	LT-T-Z:LP-DIR-T	g	4	u	2.730e+02	Anita		pmagpy-3.22.1	3.449291196753327e-05
SML0401:LP-DIR-T5	SML0401:LP-DIR-T	SML0401	250.6828489334319	43.77183041935927	0	5	7.730e+02	0.9670589433948689	This study	LT-T-Z:LP-DIR-T	g	5	u	2.730e+02	Anita		pmagpy-3.22.1	1.1604707320738426e-05
SML0401:LP-DIR-T6	SML0401:LP-DIR-T	SML0401	288.73863385633774	-0.6401946234451847	0	6	8.730e+02	0.035799720669301316	This study	LT-T-Z:LP-DIR-T	g	6	u	2.730e+02	Anita		pmagpy-3.22.1	4.295966480316158e-07
SML0402:LP-DIR-T0	SML0402:LP-DIR-T	SML0402	101.04890567165475	80.7731811569924	0	0	2.930e+02	10.738947806931552	This study	LT-NO:LP-DIR-T	g	7	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012886737368317862
SML0402:LP-DIR-T1	SML0402:LP-DIR-T	SML0402	103.72944169067654	80.08974654149375	0	1	3.730e+02	10.527079367041933	This study	LT-T-Z:LP-DIR-T	g	8	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001263249524045032
SML0402:LP-DIR-T2	SML0402:LP-DIR-T	SML0402	101.60151153201275	80.38565885426634	0	2	4.730e+02	9.229637045951481	This study	LT-T-Z:LP-DIR-T	g	9	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011075564455141778
SML0402:LP-DIR-T3	SML0402:LP-DIR-T	SML0402	107.93889386252677	80.30293798352957	0	3	5.730e+02	8.673932210941011	This study	LT-T-Z:LP-DIR-T	g	10	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010408718653129213
SML0402:LP-DIR-T4	SML0402:LP-DIR-T	SML0402	93.48327146899767	80.47984295973187	0	4	6.730e+02	6.965938558442788	This study	LT-T-Z:LP-DIR-T	g	11	u	2.730e+02	Anita		pmagpy-3.22.1	8.359126270131347e-05
SML0402:LP-DIR-T5	SML0402:LP-DIR-T	SML0402	92.38594403038881	84.98984608851008	0	5	7.730e+02	2.7505090437953483	This study	LT-T-Z:LP-DIR-T	g	12	u	2.730e+02	Anita		pmagpy-3.22.1	3.300610852554418e-05
SML0402:LP-DIR-T6	SML0402:LP-DIR-T	SML0402	43.04749095060039	78.98967507044826	0	6	8.730e+02	0.06520015337405274	This study	LT-T-Z:LP-DIR-T	g	13	u	2.730e+02	Anita		pmagpy-3.22.1	7.824018404886329e-07
SML0403:LP-DIR-T0	SML0403:LP-DIR-T	SML0403	236.57386510009877	33.211447264431094	0	0	2.930e+02	8.635635471695178	This study	LT-NO:LP-DIR-T	g	14	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010362762566034214
SML0403:LP-DIR-T1	SML0403:LP-DIR-T	SML0403	237.04949000500818	34.1259468199909	0	1	3.730e+02	8.30638910718731	This study	LT-T-Z:LP-DIR-T	g	15	u	2.730e+02	Anita		pmagpy-3.22.1	9.967666928624773e-05
SML0403:LP-DIR-T2	SML0403:LP-DIR-T	SML0403	238.50078448236195	33.052235734643354	0	2	4.730e+02	7.444031165974522	This study	LT-T-Z:LP-DIR-T	g	16	u	2.730e+02	Anita		pmagpy-3.22.1	8.932837399169427e-05
SML0403:LP-DIR-T3	SML0403:LP-DIR-T	SML0403	236.60778119677735	33.19699267245668	0	3	5.730e+02	7.013451361491003	This study	LT-T-Z:LP-DIR-T	g	17	u	2.730e+02	Anita		pmagpy-3.22.1	8.416141633789204e-05
SML0403:LP-DIR-T4	SML0403:LP-DIR-T	SML0403	237.49146931136576	34.78449031137704	0	4	6.730e+02	5.731901953104223	This study	LT-T-Z:LP-DIR-T	g	18	u	2.730e+02	Anita		pmagpy-3.22.1	6.878282343725067e-05
SML0403:LP-DIR-T5	SML0403:LP-DIR-T	SML0403	237.69151907922412	33.64033838456984	0	5	7.730e+02	2.2383567633422516	This study	LT-T-Z:LP-DIR-T	g	19	u	2.730e+02	Anita		pmagpy-3.22.1	2.686028116010702e-05
SML0403:LP-DIR-T6	SML0403:LP-DIR-T	SML0403	245.02208323664476	23.844220743072963	0	6	8.730e+02	0.07767444882327779	This study	LT-T-Z:LP-DIR-T	g	20	u	2.730e+02	Anita		pmagpy-3.22.1	9.320933858793335e-07
SML0404:LP-DIR-T0	SML0404:LP-DIR-T	SML0404	102.84770485871768	81.77581157411888	0	0	2.930e+02	8.174062637391518	This study	LT-NO:LP-DIR-T	g	21	u	2.730e+02	Anita		pmagpy-3.22.1	9.808875164869823e-05
SML0404:LP-DIR-T1	SML0404:LP-DIR-T	SML0404	103.67130713219584	81.22430835306646	0	1	3.730e+02	7.487656509215684	This study	LT-T-Z:LP-DIR-T	g	22	u	2.730e+02	Anita		pmagpy-3.22.1	8.985187811058821e-05
SML0404:LP-DIR-T2	SML0404:LP-DIR-T	SML0404	108.64179189369933	81.7346619290881	0	2	4.730e+02	6.093291392999354	This study	LT-T-Z:LP-DIR-T	g	23	u	2.730e+02	Anita		pmagpy-3.22.1	7.311949671599225e-05
SML0404:LP-DIR-T3	SML0404:LP-DIR-T	SML0404	94.9392155421262	82.02051644505906	0	3	5.730e+02	5.856705558588378	This study	LT-T-Z:LP-DIR-T	g	24	u	2.730e+02	Anita		pmagpy-3.22.1	7.028046670306054e-05
SML0404:LP-DIR-T4	SML0404:LP-DIR-T	SML0404	106.33604288971847	82.03558596696872	0	4	6.730e+02	4.362075194216625	This study	LT-T-Z:LP-DIR-T	g	25	u	2.730e+02	Anita		pmagpy-3.22.1	5.23449023305995e-05
SML0404:LP-DIR-T5	SML0404:LP-DIR-T	SML0404	114.16961244472736	82.4836844182218	0	5	7.730e+02	1.7177595873695481	This study	LT-T-Z:LP-DIR-T	g	26	u	2.730e+02	Anita		pmagpy-3.22.1	2.061311504843458e-05
SML0404:LP-DIR-T6	SML0404:LP-DIR-T	SML0404	55.25681984169639	65.77169443321048	0	6	8.730e+02	0.055158498891829895	This study	LT-T-Z:LP-DIR-T	g	27	u	2.730e+02	Anita		pmagpy-3.22.1	6.619019867019587e-07
SML0405:LP-DIR-T0	SML0405:LP-DIR-T	SML0405	247.65935204000584	69.84239768751452	0	0	2.930e+02	4.580567650411901	This study	LT-NO:LP-DIR-T	g	28	u	2.730e+02	Anita		pmagpy-3.22.1	5.496681180494281e-05
SML0405:LP-DIR-T1	SML0405:LP-DIR-T	SML0405	251.9958383940866	71.98536173310049	0	1	3.730e+02	4.080012254883556	This study	LT-T-Z:LP-DIR-T	g	29	u	2.730e+02	Anita		pmagpy-3.22.1	4.896014705860267e-05
SML0405:LP-DIR-T2	SML0405:LP-DIR-T	SML0405	254.60445074600491	72.20682903299738	0	2	4.730e+02	2.3420290348328305	This study	LT-T-Z:LP-DIR-T	g	30	u	2.730e+02	Anita		pmagpy-3.22.1	2.8104348417993967e-05
SML0405:LP-DIR-T3	SML0405:LP-DIR-T	SML0405	259.5085229876684	75.14144928825223	0	3	5.730e+02	2.141611542740653	This study	LT-T-Z:LP-DIR-T	g	31	u	2.730e+02	Anita		pmagpy-3.22.1	2.569933851288784e-05
SML0405:LP-DIR-T4	SML0405:LP-DIR-T	SML0405	255.99771964576786	66.72071992324265	0	4	6.730e+02	1.0352830530825858	This study	LT-T-Z:LP-DIR-T	g	32	u	2.730e+02	Anita		pmagpy-3.22.1	1.242339663699103e-05
SML0405:LP-DIR-T5	SML0405:LP-DIR-T	SML0405	306.53292110812697	54.638318341107684	0	5	7.730e+02	0.2174086244839427	This study	LT-T-Z:LP-DIR-T	g	33	u	2.730e+02	Anita		pmagpy-3.22.1	2.608903493807312e-06
SML0405:LP-DIR-T6	SML0405:LP-DIR-T	SML0405	231.65782612909763	13.543079806493605	0	6	8.730e+02	0.012170312239215558	This study	LT-T-Z:LP-DIR-T	g	34	u	2.730e+02	Anita		pmagpy-3.22.1	1.460437468705867e-07
