tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0501:LP-DIR-T0	SML0501:LP-DIR-T	SML0501	97.55729685817406	50.08064956858885	0	0	2.930e+02	9.479124432140344	This study	LT-NO:LP-DIR-T	g	0	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011374949318568413
SML0501:LP-DIR-T1	SML0501:LP-DIR-T	SML0501	95.77030109787117	51.397543731322116	0	1	3.730e+02	7.652012807098536	This study	LT-T-Z:LP-DIR-T	g	1	u	2.730e+02	Anita		pmagpy-3.22.1	9.182415368518243e-05
SML0501:LP-DIR-T2	SML0501:LP-DIR-T	SML0501	96.80681372309739	51.30511197295425	0	2	4.730e+02	6.073137574598488	This study	LT-T-Z:LP-DIR-T	g	2	u	2.730e+02	Anita		pmagpy-3.22.1	7.287765089518186e-05
SML0501:LP-DIR-T3	SML0501:LP-DIR-T	SML0501	97.08121224465872	52.63933404340029	0	3	5.730e+02	5.347045913399286	This study	LT-T-Z:LP-DIR-T	g	3	u	2.730e+02	Anita		pmagpy-3.22.1	6.416455096079143e-05
SML0501:LP-DIR-T4	SML0501:LP-DIR-T	SML0501	96.58194465517802	53.38514250095169	0	4	6.730e+02	3.9493543776166757	This study	LT-T-Z:LP-DIR-T	g	4	u	2.730e+02	Anita		pmagpy-3.22.1	4.739225253140011e-05
SML0501:LP-DIR-T5	SML0501:LP-DIR-T	SML0501	93.54287112713004	52.71960289072708	0	5	7.730e+02	1.7632699736568984	This study	LT-T-Z:LP-DIR-T	g	5	u	2.730e+02	Anita		pmagpy-3.22.1	2.1159239683882783e-05
SML0501:LP-DIR-T6	SML0501:LP-DIR-T	SML0501	316.4086287353385	-3.646885917533057	0	6	8.730e+02	0.03458728089919762	This study	LT-T-Z:LP-DIR-T	g	6	u	2.730e+02	Anita		pmagpy-3.22.1	4.150473707903714e-07
SML0502:LP-DIR-T0	SML0502:LP-DIR-T	SML0502	306.44444175658714	71.48863690829427	0	0	2.930e+02	7.635031106681884	This study	LT-NO:LP-DIR-T	g	7	u	2.730e+02	Anita		pmagpy-3.22.1	9.162037328018261e-05
SML0502:LP-DIR-T1	SML0502:LP-DIR-T	SML0502	311.6335393365702	70.01507397806118	0	1	3.730e+02	6.3418924620337105	This study	LT-T-Z:LP-DIR-T	g	8	u	2.730e+02	Anita		pmagpy-3.22.1	7.610270954440452e-05
SML0502:LP-DIR-T2	SML0502:LP-DIR-T	SML0502	315.0	69.91275481938858	0	2	4.730e+02	5.270607175648742	This study	LT-T-Z:LP-DIR-T	g	9	u	2.730e+02	Anita		pmagpy-3.22.1	6.32472861077849e-05
SML0502:LP-DIR-T3	SML0502:LP-DIR-T	SML0502	310.47117576306744	71.96252111488295	0	3	5.730e+02	4.627418286690755	This study	LT-T-Z:LP-DIR-T	g	10	u	2.730e+02	Anita		pmagpy-3.22.1	5.552901944028906e-05
SML0502:LP-DIR-T4	SML0502:LP-DIR-T	SML0502	306.5910882673993	70.012604533583	0	4	6.730e+02	2.404849267625728	This study	LT-T-Z:LP-DIR-T	g	11	u	2.730e+02	Anita		pmagpy-3.22.1	2.8858191211508734e-05
SML0502:LP-DIR-T5	SML0502:LP-DIR-T	SML0502	317.67734862374215	65.3328400909952	0	5	7.730e+02	0.9430562019307228	This study	LT-T-Z:LP-DIR-T	g	12	u	2.730e+02	Anita		pmagpy-3.22.1	1.1316674423168674e-05
SML0502:LP-DIR-T6	SML0502:LP-DIR-T	SML0502	4.888400948124756	54.00339711502887	0	6	8.730e+02	0.025956309444911466	This study	LT-T-Z:LP-DIR-T	g	13	u	2.730e+02	Anita		pmagpy-3.22.1	3.114757133389376e-07
SML0503:LP-DIR-T0	SML0503:LP-DIR-T	SML0503	115.02842412385161	67.33907185953764	0	0	2.930e+02	7.791495363535809	This study	LT-NO:LP-DIR-T	g	14	u	2.730e+02	Anita		pmagpy-3.22.1	9.34979443624297e-05
SML0503:LP-DIR-T1	SML0503:LP-DIR-T	SML0503	116.76750891929618	67.2624044391924	0	1	3.730e+02	6.548954114971336	This study	LT-T-Z:LP-DIR-T	g	15	u	2.730e+02	Anita		pmagpy-3.22.1	7.858744937965603e-05
SML0503:LP-DIR-T2	SML0503:LP-DIR-T	SML0503	114.0151021641178	66.055848936865	0	2	4.730e+02	5.448926499779567	This study	LT-T-Z:LP-DIR-T	g	16	u	2.730e+02	Anita		pmagpy-3.22.1	6.538711799735481e-05
SML0503:LP-DIR-T3	SML0503:LP-DIR-T	SML0503	120.27855908502193	68.15268647029004	0	3	5.730e+02	5.009810375652955	This study	LT-T-Z:LP-DIR-T	g	17	u	2.730e+02	Anita		pmagpy-3.22.1	6.011772450783546e-05
SML0503:LP-DIR-T4	SML0503:LP-DIR-T	SML0503	113.96248897457818	70.22915943389573	0	4	6.730e+02	2.911631844859511	This study	LT-T-Z:LP-DIR-T	g	18	u	2.730e+02	Anita		pmagpy-3.22.1	3.4939582138314135e-05
SML0503:LP-DIR-T5	SML0503:LP-DIR-T	SML0503	105.582363766311	72.33146637378093	0	5	7.730e+02	1.2142796218334557	This study	LT-T-Z:LP-DIR-T	g	19	u	2.730e+02	Anita		pmagpy-3.22.1	1.4571355462001469e-05
SML0503:LP-DIR-T6	SML0503:LP-DIR-T	SML0503	98.62885606302491	56.91638140065755	0	6	8.730e+02	0.047620478788017236	This study	LT-T-Z:LP-DIR-T	g	20	u	2.730e+02	Anita		pmagpy-3.22.1	5.714457454562068e-07
SML0504:LP-DIR-T0	SML0504:LP-DIR-T	SML0504	168.85711014166068	78.99800013230858	0	0	2.930e+02	7.049567362611695	This study	LT-NO:LP-DIR-T	g	21	u	2.730e+02	Anita		pmagpy-3.22.1	8.459480835134034e-05
SML0504:LP-DIR-T1	SML0504:LP-DIR-T	SML0504	172.25965884116206	79.18236381415396	0	1	3.730e+02	5.538420352410966	This study	LT-T-Z:LP-DIR-T	g	22	u	2.730e+02	Anita		pmagpy-3.22.1	6.646104422893159e-05
SML0504:LP-DIR-T2	SML0504:LP-DIR-T	SML0504	167.47119229084848	77.7043279518534	0	2	4.730e+02	4.329307103913974	This study	LT-T-Z:LP-DIR-T	g	23	u	2.730e+02	Anita		pmagpy-3.22.1	5.1951685246967694e-05
SML0504:LP-DIR-T3	SML0504:LP-DIR-T	SML0504	173.0887728809753	80.58637701581634	0	3	5.730e+02	4.0647386139824535	This study	LT-T-Z:LP-DIR-T	g	24	u	2.730e+02	Anita		pmagpy-3.22.1	4.877686336778944e-05
SML0504:LP-DIR-T4	SML0504:LP-DIR-T	SML0504	189.27260177720032	77.2827447388659	0	4	6.730e+02	2.2553270272845136	This study	LT-T-Z:LP-DIR-T	g	25	u	2.730e+02	Anita		pmagpy-3.22.1	2.7063924327414164e-05
SML0504:LP-DIR-T5	SML0504:LP-DIR-T	SML0504	163.03385189146383	85.61816294295198	0	5	7.730e+02	0.8073598949663032	This study	LT-T-Z:LP-DIR-T	g	26	u	2.730e+02	Anita		pmagpy-3.22.1	9.688318739595638e-06
SML0504:LP-DIR-T6	SML0504:LP-DIR-T	SML0504	353.03653147351196	-22.623952142786692	0	6	8.730e+02	0.02859510447611619	This study	LT-T-Z:LP-DIR-T	g	27	u	2.730e+02	Anita		pmagpy-3.22.1	3.431412537133943e-07
SML0505:LP-DIR-T0	SML0505:LP-DIR-T	SML0505	205.48285111406165	70.1597116518837	0	0	2.930e+02	11.162584826105466	This study	LT-NO:LP-DIR-T	g	28	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001339510179132656
SML0505:LP-DIR-T1	SML0505:LP-DIR-T	SML0505	206.70901011914998	69.29834967138397	0	1	3.730e+02	10.070193642626739	This study	LT-T-Z:LP-DIR-T	g	29	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012084232371152088
SML0505:LP-DIR-T2	SML0505:LP-DIR-T	SML0505	205.14844273027907	70.96674604754381	0	2	4.730e+02	8.87521267350817	This study	LT-T-Z:LP-DIR-T	g	30	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010650255208209803
SML0505:LP-DIR-T3	SML0505:LP-DIR-T	SML0505	209.05460409907715	69.97587819454075	0	3	5.730e+02	8.418936987529959	This study	LT-T-Z:LP-DIR-T	g	31	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010102724385035951
SML0505:LP-DIR-T4	SML0505:LP-DIR-T	SML0505	207.14968169778317	68.13113044203209	0	4	6.730e+02	5.883374881817408	This study	LT-T-Z:LP-DIR-T	g	32	u	2.730e+02	Anita		pmagpy-3.22.1	7.06004985818089e-05
SML0505:LP-DIR-T5	SML0505:LP-DIR-T	SML0505	206.31808813965173	67.85955277680307	0	5	7.730e+02	2.752998365419057	This study	LT-T-Z:LP-DIR-T	g	33	u	2.730e+02	Anita		pmagpy-3.22.1	3.3035980385028684e-05
SML0505:LP-DIR-T6	SML0505:LP-DIR-T	SML0505	235.66978280449666	67.80884346564459	0	6	8.730e+02	0.09201570518123524	This study	LT-T-Z:LP-DIR-T	g	34	u	2.730e+02	Anita		pmagpy-3.22.1	1.104188462174823e-06
SML0506:LP-DIR-T0	SML0506:LP-DIR-T	SML0506	302.7352262721076	83.20120399215347	0	0	2.930e+02	7.02943098692917	This study	LT-NO:LP-DIR-T	g	35	u	2.730e+02	Anita		pmagpy-3.22.1	8.435317184315004e-05
SML0506:LP-DIR-T1	SML0506:LP-DIR-T	SML0506	236.72511201516508	82.18849573489727	0	1	3.730e+02	5.632264198348653	This study	LT-T-Z:LP-DIR-T	g	36	u	2.730e+02	Anita		pmagpy-3.22.1	6.758717038018384e-05
SML0506:LP-DIR-T2	SML0506:LP-DIR-T	SML0506	232.22431569404534	83.82840553780393	0	2	4.730e+02	4.707281593446476	This study	LT-T-Z:LP-DIR-T	g	37	u	2.730e+02	Anita		pmagpy-3.22.1	5.648737912135771e-05
SML0506:LP-DIR-T3	SML0506:LP-DIR-T	SML0506	265.5328409386107	82.05543240028719	0	3	5.730e+02	4.644577483474681	This study	LT-T-Z:LP-DIR-T	g	38	u	2.730e+02	Anita		pmagpy-3.22.1	5.573492980169617e-05
SML0506:LP-DIR-T4	SML0506:LP-DIR-T	SML0506	260.2175929681927	83.93576725977519	0	4	6.730e+02	2.785587909221319	This study	LT-T-Z:LP-DIR-T	g	39	u	2.730e+02	Anita		pmagpy-3.22.1	3.342705491065583e-05
SML0506:LP-DIR-T5	SML0506:LP-DIR-T	SML0506	275.78239232236405	80.73021346747478	0	5	7.730e+02	0.9858747384936892	This study	LT-T-Z:LP-DIR-T	g	40	u	2.730e+02	Anita		pmagpy-3.22.1	1.1830496861924271e-05
SML0506:LP-DIR-T6	SML0506:LP-DIR-T	SML0506	307.58062895711953	69.42138763714185	0	6	8.730e+02	0.08256863811399581	This study	LT-T-Z:LP-DIR-T	g	41	u	2.730e+02	Anita		pmagpy-3.22.1	9.908236573679497e-07
SML0507:LP-DIR-T0	SML0507:LP-DIR-T	SML0507	110.5901255031642	25.249386966097035	0	0	2.930e+02	10.87774333214385	This study	LT-NO:LP-DIR-T	g	42	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001305329199857262
SML0507:LP-DIR-T1	SML0507:LP-DIR-T	SML0507	109.9097176404264	26.02718721508338	0	1	3.730e+02	10.392035411794938	This study	LT-T-Z:LP-DIR-T	g	43	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012470442494153926
SML0507:LP-DIR-T2	SML0507:LP-DIR-T	SML0507	109.01126570403692	25.65986130394934	0	2	4.730e+02	10.11482575233009	This study	LT-T-Z:LP-DIR-T	g	44	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012137790902796107
SML0507:LP-DIR-T3	SML0507:LP-DIR-T	SML0507	109.90481072747502	25.846046580949587	0	3	5.730e+02	9.725785315335724	This study	LT-T-Z:LP-DIR-T	g	45	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011670942378402869
SML0507:LP-DIR-T4	SML0507:LP-DIR-T	SML0507	108.92866305742729	25.766293165455437	0	4	6.730e+02	8.557598962325823	This study	LT-T-Z:LP-DIR-T	g	46	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010269118754790988
SML0507:LP-DIR-T5	SML0507:LP-DIR-T	SML0507	109.62568271477934	26.06822738733304	0	5	7.730e+02	4.573991692165608	This study	LT-T-Z:LP-DIR-T	g	47	u	2.730e+02	Anita		pmagpy-3.22.1	5.48879003059873e-05
SML0507:LP-DIR-T6	SML0507:LP-DIR-T	SML0507	110.45756511801854	16.290491577940546	0	6	8.730e+02	0.0709428643346179	This study	LT-T-Z:LP-DIR-T	g	48	u	2.730e+02	Anita		pmagpy-3.22.1	8.513143720154148e-07
SML0508:LP-DIR-T0	SML0508:LP-DIR-T	SML0508	113.47739989209293	22.90288328756424	0	0	2.930e+02	11.717235168758883	This study	LT-NO:LP-DIR-T	g	49	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001406068220251066
SML0508:LP-DIR-T1	SML0508:LP-DIR-T	SML0508	112.11268374831728	26.03911739208265	0	1	3.730e+02	11.412699067267129	This study	LT-T-Z:LP-DIR-T	g	50	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013695238880720556
SML0508:LP-DIR-T2	SML0508:LP-DIR-T	SML0508	113.03826186200142	26.46872657780509	0	2	4.730e+02	11.532181059973	This study	LT-T-Z:LP-DIR-T	g	51	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013838617271967602
SML0508:LP-DIR-T3	SML0508:LP-DIR-T	SML0508	113.33508099542985	27.65957596966753	0	3	5.730e+02	11.201651663928851	This study	LT-T-Z:LP-DIR-T	g	52	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013441981996714623
SML0508:LP-DIR-T4	SML0508:LP-DIR-T	SML0508	109.88779119229861	28.396607348738513	0	4	6.730e+02	9.92488790868693	This study	LT-T-Z:LP-DIR-T	g	53	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011909865490424317
SML0508:LP-DIR-T5	SML0508:LP-DIR-T	SML0508	113.74949449286676	28.775107236909253	0	5	7.730e+02	5.920565851335495	This study	LT-T-Z:LP-DIR-T	g	54	u	2.730e+02	Anita		pmagpy-3.22.1	7.104679021602594e-05
SML0508:LP-DIR-T6	SML0508:LP-DIR-T	SML0508	113.65073774611848	28.430723869865634	0	6	8.730e+02	0.22705512546516102	This study	LT-T-Z:LP-DIR-T	g	55	u	2.730e+02	Anita		pmagpy-3.22.1	2.7246615055819323e-06
